time,value
2025-02-01 18:23:27.918553+00:00,20
2025-02-01 18:23:27.934972+00:00,20
2025-02-01 18:23:27.950754+00:00,20
2025-02-01 18:23:27.966620+00:00,20
2025-02-01 18:23:27.982849+00:00,20
2025-02-01 18:23:27.998294+00:00,20
2025-02-01 18:23:28.012467+00:00,20
2025-02-01 18:23:28.027807+00:00,20
2025-02-01 18:23:28.044011+00:00,20
2025-02-01 18:23:28.056939+00:00,20
2025-02-01 18:23:28.072381+00:00,20
2025-02-01 18:24:25.308413+00:00,4095
2025-02-01 18:24:25.326281+00:00,4095
2025-02-01 18:24:25.340015+00:00,4095
2025-02-01 18:24:25.358778+00:00,4095
2025-02-01 18:24:25.373018+00:00,4095
2025-02-01 18:24:25.386894+00:00,4095
2025-02-01 18:24:25.402434+00:00,4095
2025-02-01 18:24:25.418516+00:00,4095
2025-02-01 18:24:25.434569+00:00,4095
2025-02-01 18:24:25.450344+00:00,4095
2025-02-01 18:24:25.466229+00:00,4095
2025-02-01 18:24:36.971594+00:00,200
2025-02-01 18:24:36.986079+00:00,200
2025-02-01 18:24:37.004577+00:00,200
2025-02-01 18:24:37.020095+00:00,200
2025-02-01 18:24:37.034524+00:00,200
2025-02-01 18:24:37.051223+00:00,200
2025-02-01 18:24:37.067570+00:00,200
2025-02-01 18:24:37.083075+00:00,200
2025-02-01 18:24:37.098824+00:00,200
2025-02-01 18:24:37.114570+00:00,200
2025-02-01 18:24:37.130750+00:00,200
2025-02-01 20:32:50.073749+00:00,447
2025-02-01 20:32:55.541319+00:00,62
2025-02-01 20:33:00.185326+00:00,55
2025-02-01 20:33:05.360770+00:00,49
2025-02-01 20:33:10.001595+00:00,46
2025-02-01 20:33:15.019708+00:00,53
2025-02-01 20:33:23.086137+00:00,71
2025-02-01 20:33:25.026384+00:00,48
2025-02-01 20:33:29.980278+00:00,47
2025-02-01 20:33:35.169795+00:00,34
2025-02-01 20:33:40.003227+00:00,29
2025-02-01 20:33:45.006697+00:00,40
2025-02-01 20:33:50.043767+00:00,47
2025-02-01 20:33:55.034899+00:00,46
2025-02-01 20:34:00.007953+00:00,45
2025-02-01 20:34:05.008739+00:00,44
2025-02-01 20:34:10.026363+00:00,41
2025-02-01 20:35:27.534079+00:00,2184
2025-02-01 20:35:32.399941+00:00,2159
2025-02-01 20:35:37.419302+00:00,3572
2025-02-01 20:35:42.527806+00:00,4094
2025-02-01 20:35:47.593983+00:00,4094
2025-02-01 20:35:52.419301+00:00,2472
2025-02-01 20:35:57.651259+00:00,2184
2025-02-01 20:36:02.407017+00:00,2821
2025-02-01 20:36:07.558443+00:00,4094
2025-02-01 20:36:12.593937+00:00,4094
2025-02-01 20:36:17.613477+00:00,4095
2025-02-01 20:36:22.429884+00:00,4094
2025-02-01 20:36:27.438062+00:00,4095
2025-02-01 20:36:32.557331+00:00,4094
2025-02-01 20:36:37.565676+00:00,4095
2025-02-01 20:36:42.393937+00:00,4095
2025-02-01 20:36:47.604978+00:00,4095
2025-02-01 20:36:52.399107+00:00,4094
2025-02-01 20:36:57.438260+00:00,4094
2025-02-01 20:37:02.557309+00:00,4095
2025-02-01 20:37:07.602449+00:00,2814
2025-02-01 20:37:12.514853+00:00,2180
2025-02-01 20:37:17.420097+00:00,2179
2025-02-01 20:37:22.414826+00:00,2178
2025-02-01 20:37:27.446471+00:00,2179
2025-02-01 20:37:32.424179+00:00,2178
2025-02-01 20:40:58.943721+00:00,200
2025-02-01 20:40:58.961657+00:00,200
2025-02-01 20:40:58.977530+00:00,200
2025-02-01 20:40:58.993550+00:00,200
2025-02-01 20:40:59.009667+00:00,200
2025-02-01 20:40:59.025586+00:00,200
2025-02-01 20:40:59.041422+00:00,200
2025-02-01 20:40:59.058158+00:00,200
2025-02-01 20:40:59.073939+00:00,200
2025-02-01 20:40:59.089963+00:00,200
2025-02-01 20:40:59.104691+00:00,200
2025-02-01 20:41:09.874262+00:00,4095
2025-02-01 20:41:09.892237+00:00,4095
2025-02-01 20:41:09.907840+00:00,4095
2025-02-01 20:41:09.921241+00:00,4095
2025-02-01 20:41:09.936366+00:00,4095
2025-02-01 20:41:09.952103+00:00,4095
2025-02-01 20:41:09.967123+00:00,4095
2025-02-01 20:41:09.983057+00:00,4095
2025-02-01 20:41:09.998599+00:00,4095
